Year,Month,Max_temperature,Min_temperature,Precipitation
1931,12,7.8,2.8,6
1932,1,9.4,3.5,5
1932,2,5.8,-0.4,17
1932,3,9.6,0.4,15
1932,4,11.3,3.8,1
1932,5,14.8,7.5,0
1932,6,19.2,9.5,0
1932,7,20.6,12.7,0
1932,8,22.9,13.6,0
1932,9,17.7,9.7,0
1932,10,13.1,5.9,1
1932,11,9.6,4,1
1932,12,8.2,3.5,4
1933,1,5.3,-0.7,19
1933,2,7.9,1.4,14
1933,3,12.9,3.3,4
1933,4,14.4,4.5,2
1933,5,17.7,8.1,0
1933,6,21.4,10.6,0
1933,7,23.9,13.6,0
1933,8,24.6,12.7,0
1933,9,20.6,10.7,0
1933,10,14,6.7,1
1933,11,8.8,2.8,6
1933,12,3.5,-0.7,16
1934,1,7.5,0.6,12
1934,2,7.5,-0.5,14
1934,3,9.6,1.3,8
1934,4,12.7,4.5,3
1934,5,17.6,6.9,0
1934,6,21.1,10.6,0
1934,7,25.3,12.9,0
1934,8,21.1,11.4,0
1934,9,20.2,10.7,0
1934,10,14.5,7.6,1
1934,11,9.3,3.9,3
1934,12,10.5,5.9,0
1935,1,7.3,2.5,5
1935,2,9.3,2.9,4
1935,3,11.1,2.8,6
1935,4,12.6,4.4,3
1935,5,15.1,5.4,2
1935,6,20,11.2,0
1935,7,23.9,12.7,0
1935,8,23.4,12.1,0
1935,9,18.7,10.2,0
1935,10,14,6.1,3
1935,11,10.4,4.3,2
1935,12,5.6,0.9,12
1936,1,7.2,1.7,12
1936,2,6.2,-0.3,15
1936,3,11,4.1,4
1936,4,10.7,2.9,4
1936,5,17.1,6.8,0
1936,6,20,10.6,0
1936,7,19.6,12,0
1936,8,22.2,11.7,0
1936,9,18.7,11.3,0
1936,10,13.8,5.2,0
1936,11,9,2.2,10
1936,12,8.5,2.2,8
1937,1,8.4,2.5,6
1937,2,9.5,3.5,2
1937,3,7.7,0.8,12
1937,4,13.5,5.8,1
1937,5,17.5,8.2,0
1937,6,20,10,0
1937,7,21.2,12.6,0
1937,8,23.6,12.5,0
1937,9,19.3,9.1,0
1937,10,14.8,7.2,0
1937,11,8.6,1.6,11
1937,12,6,0.7,14
1938,1,8.8,3.4,0
1938,2,8.2,2,6
1938,3,15.5,4.3,5
1938,4,13,2.5,5
1938,5,15.9,6.5,1
1938,6,20.3,10.8,0
1938,7,21,11.7,0
1938,8,21.9,12.6,0
1938,9,19,10.1,0
1938,10,14.7,7.1,0
1938,11,12.9,6.9,0
1938,12,7.2,1.5,11
1939,1,7.4,2.3,6
1939,2,9.5,2.8,4
1939,3,9.6,2.8,4
1939,4,14.1,4.9,1
1939,5,16.3,7.3,0
1939,6,19.5,9.7,0
1939,7,19.8,12.1,0
1939,8,21.5,12.4,0
1939,9,19.3,10.8,0
1939,10,12.5,5.2,0
1939,11,12.3,6.5,0
1939,12,5.6,0.6,11
1940,1,1.9,-4.6,26
1940,2,5.6,0.2,13
1940,3,10.8,2.5,7
1940,4,13.9,5,5
1940,5,18.6,7.8,0
1940,6,22.6,11.1,0
1940,7,20.5,11.1,0
1940,8,22.1,11.1,0
1940,9,19.2,8.6,0
1940,10,13.9,6,1
1940,11,10.3,4.3,2
1940,12,6.6,0.8,11
1941,1,3,-1.2,17
1941,2,7.3,1.3,11
1941,3,9.4,1.4,10
1941,4,11.2,3.1,3
1941,5,14.1,5,5
1941,6,21,10.9,0
1941,7,23.6,13.1,0
1941,8,19.3,11.3,0
1941,9,19,10.4,0
1941,10,14.7,6.4,0
1941,11,10,4.2,2
1941,12,8.3,2.7,6
1942,1,3.5,-2,20
1942,2,2.8,-2.6,25
1942,3,9.4,1.9,9
1942,4,14.3,5.1,0
1942,5,16.8,6.8,0
1942,6,21.5,9.5,0
1942,7,20.9,11.8,0
1942,8,21.8,12.8,0
1942,9,18.6,10,0
1942,10,14.6,7.3,0
1942,11,8.4,1.9,6
1942,12,9.4,4.7,2
1943,1,8.3,2.9,7
1943,2,9.5,2.7,3
1943,3,11.7,2.2,8
1943,4,16.2,6.9,0
1943,5,18.2,7.7,0
1943,6,20.1,10.3,0
1943,7,23,11.9,0
1943,8,21.8,12.4,0
1943,9,18.8,9.2,0
1943,10,15,6.8,0
1943,11,9.6,3.1,5
1943,12,6.3,0.7,12
1944,1,9.2,3,6
1944,2,6.4,0.9,10
1944,3,10.3,1.2,10
1944,4,15.8,6.1,0
1944,5,18.3,6.5,1
1944,6,19,9.6,0
1944,7,21.5,13.1,0
1944,8,23.2,13,0
1944,9,17.9,8.6,0
1944,10,13.2,6.6,0
1944,11,9.8,3.6,4
1944,12,6,0.8,11
1945,1,3.2,-2,22
1945,2,10.9,4.7,0
1945,3,13.1,3.9,3
1945,4,16.1,5.6,2
1945,5,18,8.2,2
1945,6,19.7,10.8,0
1945,7,22.1,12.8,0
1945,8,21.3,11.7,0
1945,9,18.6,11.5,0
1945,10,16.5,8,0
1945,11,10,4.4,4
1945,12,8.1,2.5,4
1946,1,5.9,0.1,16
1946,2,9.4,4,3
1946,3,9.6,1.3,9
1946,4,16.1,5,0
1946,5,15.7,6.2,0
1946,6,18.1,9.5,0
1946,7,22.3,12.7,0
1946,8,20.1,11.4,0
1946,9,18.4,11,0
1946,10,13.7,7.1,3
1946,11,11.2,5.7,1
1946,12,6.2,-0.1,13
1947,1,4.9,-0.6,15
1947,2,-0.2,-4.4,26
1947,3,7.7,1.3,14
1947,4,13.8,5.2,0
1947,5,19.2,9,0
1947,6,21.5,11.4,0
1947,7,22.6,13.6,0
1947,8,25.8,13.1,0
1947,9,20.7,11.1,0
1947,10,15.8,5.6,2
1947,11,10.9,4.6,8
1947,12,8.1,2.8,6
1948,1,9.1,3.2,4
1948,2,7.9,2.2,11
1948,3,14,3.5,4
1948,4,14.8,4.4,2
1948,5,17.5,6.5,0
1948,6,18.5,9.9,0
1948,7,21.1,12.1,0
1948,8,20.1,11.9,0
1948,9,19.1,10.7,0
1948,10,14.3,6.4,3
1948,11,10.5,4.2,7
1948,12,9.1,3.4,5
1949,1,8.6,3.1,5
1949,2,10.3,1.6,8
1949,3,9,1.7,9
1949,4,15.5,6.1,1
1949,5,16.7,6.6,0
1949,6,21.6,10.3,0
1949,7,24.7,12.8,0
1949,8,22.9,12.6,0
1949,9,22,12.5,0
1949,10,16.3,8.4,2
1949,11,9.9,3.4,5
1949,12,9.1,3.3,4
1950,1,6.9,1.5,12
1950,2,9.5,2.8,5
1950,3,12.2,3.6,3
1950,4,12.5,4.2,2
1950,5,16,7.1,0
1950,6,22.1,11.8,0
1950,7,20.8,12.5,0
1950,8,20.8,12.2,0
1950,9,17.3,10,0
1950,10,13.4,6.6,3
1950,11,8.7,4,3
1950,12,3.7,-0.7,20
1951,1,7.1,2,8
1951,2,6.9,1.4,4
1951,3,8,1.6,9
1951,4,12,2.9,1
1951,5,14.5,6.5,0
1951,6,19.7,9.4,0
1951,7,22.3,12.1,0
1951,8,19.9,11.7,0
1951,9,18.8,10.7,0
1951,10,13.8,5,4
1951,11,11.7,6.2,1
1951,12,9,3,5
1952,1,6,0.3,13
1952,2,6.9,0.3,13
1952,3,10.5,3.9,4
1952,4,15.2,5.4,2
1952,5,19.1,9.5,0
1952,6,20.5,10.5,0
1952,7,23,12.9,0
1952,8,21.1,12.6,0
1952,9,15.7,7.2,0
1952,10,12.9,5.6,4
1952,11,7,1.3,7
1952,12,6,-0.6,16
1953,1,5.4,0.8,13
1953,2,7.3,1.1,11
1953,3,10.8,0.3,17
1953,4,12.5,3.5,1
1953,5,17.9,8.2,0
1953,6,18.7,10.5,0
1953,7,20.4,11.7,0
1953,8,21.7,12.2,0
1953,9,18.6,10,0
1953,10,14,6.5,0
1953,11,11.3,5.9,0
1953,12,9.5,5,0
1954,1,5.6,0.3,16
1954,2,6.5,0.2,10
1954,3,10.1,2.9,4
1954,4,12.8,2.8,5
1954,5,15.9,7.2,0
1954,6,17.9,10.3,0
1954,7,18.6,11.3,0
1954,8,19.2,11.3,0
1954,9,17.6,9.4,0
1954,10,15.8,9.3,1
1954,11,10.9,3.8,5
1954,12,9.6,4.4,3
1955,1,5.4,0.3,13
1955,2,4.5,-1.1,18
1955,3,7.5,-0.4,19
1955,4,14.6,5.6,0
1955,5,14.6,6,0
1955,6,19.3,10.1,0
1955,7,23.7,12.6,0
1955,8,24.3,13.6,0
1955,9,19.4,10,0
1955,10,13.9,5.4,4
1955,11,10.4,3.7,6
1955,12,9.4,2.2,6
1956,1,6.7,1,13
1956,2,2.5,-3.5,21
1956,3,10.8,2.2,8
1956,4,12.2,2.6,2
1956,5,18.2,7.1,0
1956,6,17.9,9.6,0
1956,7,20.9,12.5,0
1956,8,18.4,10.6,0
1956,9,18.4,11.1,0
1956,10,13.6,5.8,0
1956,11,9.1,2.9,4
1956,12,8.2,3.5,10
1957,1,8.6,3,4
1957,2,9.1,3.2,6
1957,3,13.6,5.9,1
1957,4,13.5,5.1,1
1957,5,15.4,6.2,0
1957,6,22.2,10.1,0
1957,7,21.5,13.4,0
1957,8,20.4,12.1,0
1957,9,16.9,9.7,0
1957,10,15.4,7.6,0
1957,11,8.8,3.7,3
1957,12,7.4,1.6,10
1958,1,6.6,1,11
1958,2,9,2.3,8
1958,3,7.8,0.9,14
1958,4,12.1,3.6,6
1958,5,16.4,7.9,0
1958,6,19.1,10.7,0
1958,7,20.8,12.3,0
1958,8,20.2,12.7,0
1958,9,19.3,11.8,0
1958,10,14.4,8.1,0
1958,11,9.3,4.2,1
1958,12,7.4,2.7,4
1959,1,4.9,-0.6,20
1959,2,7.1,1.3,12
1959,3,11.4,4.1,0
1959,4,14.2,6.3,0
1959,5,18.3,7.7,0
1959,6,21,10.9,0
1959,7,23.9,12.8,0
1959,8,23.3,13,0
1959,9,21.8,9.4,0
1959,10,17.3,7.8,0
1959,11,10.6,3.7,7
1959,12,9.2,3.4,2
1960,1,6.5,1.6,12
1960,2,7.5,1.9,6
1960,3,9.8,3.9,1
1960,4,14,4.8,3
1960,5,17.8,8.8,0
1960,6,21.8,11.9,0
1960,7,19.6,11.9,0
1960,8,20,11.4,0
1960,9,17.8,9.8,0
1960,10,13.8,7.9,0
1960,11,10.8,4.7,1
1960,12,6.6,2.2,2
1961,1,6.6,1.8,5
1961,2,10.3,4.9,0
1961,3,13.6,3.7,3
1961,4,14.4,7,0
1961,5,16.3,7.2,0
1961,6,20.9,10.2,0
1961,7,21.1,11.9,0
1961,8,21.1,12,0
1961,9,20.4,11.5,0
1961,10,15,7.5,1
1961,11,9.2,3.1,6
1961,12,5.3,-0.3,18
1962,1,7.5,1.6,6
1962,2,7.5,1.6,7
1962,3,7.3,-0.7,17
1962,4,12,4.5,0
1962,5,14.8,7,0
1962,6,19.8,9.3,0
1962,7,20.2,11.8,0
1962,8,19.4,11.6,0
1962,9,17,9.5,0
1962,10,14.8,6.8,1
1962,11,8.3,2.8,7
1962,12,4.2,-1.6,17
1963,1,-0.2,-5.8,28
1963,2,1.7,-3.1,25
1963,3,9.8,3.1,5
1963,4,13.2,5.7,0
1963,5,15.6,6.9,0
1963,6,19.9,11,0
1963,7,20.4,11.4,0
1963,8,18.7,11.2,0
1963,9,17.6,9.7,0
1963,10,14.8,8.4,0
1963,11,11.4,6.3,0
1963,12,4.9,0,16
1964,1,5.6,1.1,9
1964,2,7.4,2.5,7
1964,3,7.2,2.1,7
1964,4,12.7,5.6,1
1964,5,18.6,9.3,0
1964,6,18.6,10.7,0
1964,7,22,12.7,0
1964,8,21.7,11.8,0
1964,9,20.6,9.6,0
1964,10,13.3,4.9,2
1964,11,10.5,5,1
1964,12,6.8,0.7,13
1965,1,6.4,1.2,14
1965,2,5.6,0.5,13
1965,3,10.1,1.8,10
1965,4,13.1,4.5,2
1965,5,16.3,8.4,0
1965,6,19.1,10.8,0
1965,7,18.5,11,0
1965,8,20.1,11,0
1965,9,16.9,9.1,0
1965,10,15.2,7,0
1965,11,8,1.9,11
1965,12,8.1,2.4,5
1966,1,5,0.8,15
1966,2,9,4.6,1
1966,3,10.7,3.2,3
1966,4,11.1,5,3
1966,5,16.3,7.2,0
1966,6,20.8,11.3,0
1966,7,19.8,11.7,0
1966,8,19.9,11.1,0
1966,9,18.5,10.3,0
1966,10,14.2,7.9,0
1966,11,8.3,2.9,4
1966,12,9.1,3,2
1967,1,7.2,2.6,8
1967,2,8.9,2.9,5
1967,3,11.1,4.2,1
1967,4,12,4.7,1
1967,5,15.6,7.5,0
1967,6,19.5,9.9,0
1967,7,22.7,13.1,0
1967,8,20.7,12.3,0
1967,9,17.7,10.9,0
1967,10,14.2,8.8,0
1967,11,8.9,3,5
1967,12,7.1,2,12
1968,1,7.3,2,8
1968,2,4.7,-0.1,16
1968,3,10.8,3.6,5
1968,4,13,4.4,6
1968,5,14.5,6.7,0
1968,6,19.9,11.4,0
1968,7,19.7,12,0
1968,8,19.4,12.3,0
1968,9,18,11.1,0
1968,10,15.8,10.6,0
1968,11,8.9,4.6,3
1968,12,5.1,1.1,11
1969,1,8.6,3.6,6
1969,2,4.2,-0.9,16
1969,3,7.3,1.1,8
1969,4,13.1,3.7,5
1969,5,16.4,8.3,0
1969,6,19.9,9.5,0
1969,7,23.2,13.1,0
1969,8,21.3,13.2,0
1969,9,17.7,10.8,0
1969,10,16.7,9.9,0
1969,11,9,3.2,5
1969,12,6,1.2,9
1970,1,6.6,1.9,10
1970,2,6.6,0.6,11
1970,3,7.6,0.6,12
1970,4,11.3,3.8,3
1970,5,18.8,8.7,0
1970,6,22.4,11.6,0
1970,7,20.4,11.9,0
1970,8,21,12.2,0
1970,9,19.4,11.2,0
1970,10,15,7.4,0
1970,11,11.4,5.6,1
1970,12,6.7,1.8,13
1971,1,7.2,2.5,7
1971,2,7.9,1.5,8
1971,3,8.7,2.2,8
1971,4,12,4.3,1
1971,5,17.3,7.4,0
1971,6,16.7,9.4,0
1971,7,23.2,13.1,0
1971,8,20.3,12.7,0
1971,9,19.5,9.8,0
1971,10,15.8,7.4,0
1971,11,9.8,3,7
1971,12,8.7,4.6,3
1972,1,6.4,2,6
1972,2,7,2.5,1
1972,3,11.8,2.8,4
1972,4,12.2,5.4,0
1972,5,15.1,7.4,0
1972,6,16.6,8.8,0
1972,7,21,11.8,0
1972,8,20.7,11.6,0
1972,9,16.5,8.3,0
1972,10,14.8,7.4,0
1972,11,9.5,3.8,7
1972,12,8.7,3.5,2
1973,1,6.8,2.1,10
1973,2,7.7,1.3,11
1973,3,11,2.1,4
1973,4,12.1,4.2,2
1973,5,16.2,8.1,0
1973,6,20.9,10.9,0
1973,7,20.8,12.2,0
1973,8,22.5,12.8,0
1973,9,19.7,11,0
1973,10,12.8,5.5,1
1973,11,9.8,3.2,10
1973,12,8.3,2.3,8
1974,1,9.3,3.6,3
1974,2,8.7,3.1,4
1974,3,9.3,2.4,6
1974,4,13,3.8,0
1974,5,16.1,6.8,0
1974,6,19.1,10.1,0
1974,7,20.1,12.2,0
1974,8,20.6,11.3,0
1974,9,16.5,9.1,0
1974,10,11,4.9,1
1974,11,10.1,5,0
1974,12,10.6,5.9,0
1975,1,9.8,4.6,1
1975,2,7.9,1.8,4
1975,3,7.8,2.5,6
1975,4,12.8,5.3,4
1975,5,14.3,6.4,0
1975,6,21.5,9.4,0
1975,7,23.8,13.4,0
1975,8,25.1,14.1,0
1975,9,18.7,9.9,0
1975,10,14.2,6.5,1
1975,11,9.8,2.5,7
1975,12,7.5,1.7,10
1976,1,8.5,3.4,8
1976,2,7.5,2.3,8
1976,3,9,1.7,11
1976,4,12.9,4.1,4
1976,5,17.8,8.3,0
1976,6,24.4,12.6,0
1976,7,25.9,13.2,0
1976,8,24.4,11.4,0
1976,9,18.1,10.5,0
1976,10,14.1,8.3,0
1976,11,9.2,3.4,5
1976,12,4.6,-0.4,13
1977,1,5.4,0.7,11
1977,2,8.9,3.3,4
1977,3,10.5,4.3,4
1977,4,11.6,3.8,4
1977,5,15.7,6.1,0
1977,6,16.7,8.5,0
1977,7,21,12,0
1977,8,19.7,12.2,0
1977,9,17.5,10.4,0
1977,10,15.4,8.3,0
1977,11,9.6,3.8,7
1977,12,8.9,3.9,2
1978,1,6.2,0.7,11
1978,2,5.5,0.4,15
1978,3,10.8,3.3,3
1978,4,10.2,3.3,5
1978,5,17,7.1,0
1978,6,19.1,9.6,0
1978,7,20,11.5,0
1978,8,20.2,11.4,0
1978,9,19.1,10.6,0
1978,10,16.2,8.1,0
1978,11,11.6,5.5,5
1978,12,7.1,2.2,12
1979,1,3.2,-3.1,23
1979,2,3.8,-0.9,18
1979,3,8.4,2.1,2
1979,4,12.3,4.8,3
1979,5,15.2,6.8,2
1979,6,19,10.7,0
1979,7,22.5,13,0
1979,8,20.3,11.7,0
1979,9,18.6,9.6,0
1979,10,15.5,8,0
1979,11,10.5,3.9,4
1979,12,8.9,3.8,3
1980,1,5.3,-0.3,15
1980,2,9.5,3.2,5
1980,3,8.5,2.3,7
1980,4,13.7,4.9,0
1980,5,16.6,6.3,1
1980,6,19,10.7,0
1980,7,19.7,11.2,0
1980,8,21.2,12.8,0
1980,9,19.2,12.2,0
1980,10,13,6,0
1980,11,9.1,4.4,3
1980,12,8.5,2.9,7
1981,1,7.3,2.4,8
1981,2,6.2,0.2,15
1981,3,11.1,6.4,0
1981,4,12,4.4,2
1981,5,15.7,8.2,0
1981,6,18.1,10.4,0
1981,7,21.3,12.3,0
1981,8,22.2,12.7,0
1981,9,19.8,11,0
1981,10,12.3,5.7,1
1981,11,10.8,4.9,2
1981,12,3.6,-2,18
1982,1,5.5,-0.1,13
1982,2,7.9,2.7,5
1982,3,10.3,2.9,2
1982,4,13.8,4.9,0
1982,5,17.5,7.2,1
1982,6,21.3,12.7,0
1982,7,22,12.8,0
1982,8,21.2,12.9,0
1982,9,20.1,10.6,0
1982,10,13.6,7.8,0
1982,11,10.8,6.1,4
1982,12,7.7,1.9,9
1983,1,9.8,4.7,2
1983,2,4.8,-0.7,17
1983,3,10.3,3.3,4
1983,4,11.8,3.7,2
1983,5,14.8,7.8,0
1983,6,19.6,11,0
1983,7,26.8,15.4,0
1983,8,23.5,13.3,0
1983,9,18,11.1,0
1983,10,14.3,7.7,1
1983,11,10.4,5.2,6
1983,12,8.7,3.2,8
1984,1,7.5,1.5,7
1984,2,6.4,1,7
1984,3,8.2,2.4,1
1984,4,13.9,3.4,5
1984,5,14.5,6,0
1984,6,20.8,10.8,0
1984,7,23.9,12.2,0
1984,8,23.6,13.6,0
1984,9,17.9,11.2,0
1984,10,15,8.6,1
1984,11,11.3,6,0
1984,12,8.3,2.7,8
1985,1,3.9,-1.9,22
1985,2,5.5,-0.8,15
1985,3,8.9,1.4,10
1985,4,13.1,5.1,3
1985,5,15.7,7.3,0
1985,6,17.5,9,0
1985,7,21.6,12.7,0
1985,8,19,12.1,0
1985,9,19.4,11.2,0
1985,10,14.5,7.9,0
1985,11,7.4,1.7,10
1985,12,9.4,5.1,5
1986,1,6.7,1.1,9
1986,2,1,-4.1,24
1986,3,9.2,2.1,4
1986,4,10.2,3.1,2
1986,5,15.7,8,0
1986,6,20.6,10.5,0
1986,7,21.5,12.8,0
1986,8,18.4,11,0
1986,9,16.6,7.5,0
1986,10,15.3,7.8,0
1986,11,11.4,5.4,0
1986,12,9.2,3.8,1
1987,1,3,-1.4,20
1987,2,7.1,1,13
1987,3,8.2,1.5,13
1987,4,15.2,6.6,0
1987,5,15.2,6.5,0
1987,6,17.8,10.4,0
1987,7,21.2,12.7,0
1987,8,21,12.5,0
1987,9,18.6,10.9,0
1987,10,14,6.7,1
1987,11,9,4.3,2
1987,12,8,3.7,7
1988,1,8.1,3.3,4
1988,2,8.1,2.3,5
1988,3,10.2,3.8,4
1988,4,12.6,4.6,3
1988,5,17.1,7.8,0
1988,6,18.7,10.3,0
1988,7,18.9,11.6,0
1988,8,20.4,11.9,0
1988,9,17.9,10.4,0
1988,10,14.5,8,2
1988,11,9.1,1.6,15
1988,12,10.1,5.4,0
1989,1,9.1,3.6,5
1989,2,9.9,3,4
1989,3,12,4.6,1
1989,4,11,3.6,1
1989,5,19.7,8.6,0
1989,6,20.8,10.5,0
1989,7,24.9,14,0
1989,8,23.4,12.4,0
1989,9,19.9,11.9,0
1989,10,15.9,8.9,0
1989,11,9.8,3.2,7
1989,12,8.2,3.3,4
1990,1,10,4.5,1
1990,2,11.3,5.3,0
1990,3,12.7,5,2
1990,4,13.7,3.3,5
1990,5,19.2,7.8,0
1990,6,18.2,10.7,0
1990,7,23.8,12.2,0
1990,8,24.7,14,0
1990,9,18.7,9.4,0
1990,10,15.8,9.3,0
1990,11,9.8,4.3,1
1990,12,6.9,1.7,10
1991,1,6.4,1.2,8
1991,2,4.7,-1.6,18
1991,3,11.5,5.1,2
1991,4,12.2,4.6,1
1991,5,15.3,7.4,0
1991,6,16.8,9,0
1991,7,22.2,13.7,0
1991,8,23.2,13.3,0
1991,9,20.2,10.6,0
1991,10,13.4,7.3,0
1991,11,9.9,4.5,2
1991,12,7,1.6,11
1992,1,5.9,1.5,12
1992,2,8.9,2.1,8
1992,3,11,4.8,1
1992,4,13.2,5.6,2
1992,5,19.7,9.1,0
1992,6,21.4,11.7,0
1992,7,21.1,13.5,0
1992,8,20.3,12.8,0
1992,9,17.6,10.8,0
1992,10,11.2,5.2,2
1992,11,10.9,4.7,0
1992,12,6.4,1.3,11
1993,1,9.6,3.5,5
1993,2,7.1,2.4,4
1993,3,11,3.9,3
1993,4,13.2,6.6,0
1993,5,16.6,8,0
1993,6,20.7,11.5,0
1993,7,20.8,12.3,0
1993,8,20.5,11.1,0
1993,9,16.7,9.3,0
1993,10,11.9,6,3
1993,11,8,2.6,8
1993,12,8.7,3.4,4
1994,1,8.5,3.3,2
1994,2,6.7,1.3,8
1994,3,11.7,5.3,0
1994,4,12.5,5.1,0
1994,5,15.3,7.6,0
1994,6,20.6,11,0
1994,7,24.8,13.8,0
1994,8,21.1,13,0
1994,9,16.6,10.4,0
1994,10,14.1,6.9,0
1994,11,12.7,8.4,0
1994,12,9.6,3.9,5
1995,1,8.5,2.2,7
1995,2,10.4,4.4,1
1995,3,10.5,2,6
1995,4,14.3,5.4,3
1995,5,17.8,7.8,0
1995,6,20,10.4,0
1995,7,25.1,13.9,0
1995,8,26.4,13.9,0
1995,9,18.3,10.3,0
1995,10,17.3,10.3,0
1995,11,11.3,5.2,5
1995,12,4.6,0.2,15
1996,1,6.6,3.1,7
1996,2,6.2,-0.1,17
1996,3,8.4,1.8,9
1996,4,13.8,4.8,5
1996,5,14.1,5.6,1
1996,6,21.2,10.2,0
1996,7,23.3,12.7,0
1996,8,22.4,12.5,0
1996,9,18.4,10.3,0
1996,10,15.8,8.6,0
1996,11,9.6,2.9,10
1996,12,5.5,0.9,13
1997,1,5.1,-0.2,16
1997,2,10.4,4.2,3
1997,3,13.3,5.5,0
1997,4,14.5,4.9,2
1997,5,17.4,7.4,1
1997,6,18.9,11.3,0
1997,7,22.8,12.9,0
1997,8,24.9,15.7,0
1997,9,19.7,10.7,0
1997,10,14.9,6.6,6
1997,11,11.7,6.1,1
1997,12,9,3.6,6
1998,1,8.3,2.9,9
1998,2,11.5,4.1,4
1998,3,11.8,5.4,1
1998,4,11.9,5.1,1
1998,5,18.7,9.1,0
1998,6,19.1,11.5,0
1998,7,21,12.4,0
1998,8,22.4,11.9,0
1998,9,19.6,11.8,0
1998,10,14.4,8.2,0
1998,11,9.3,2.2,7
1998,12,9.4,3.2,8
1999,1,9,3.4,4
1999,2,8.6,2.9,5
1999,3,11.6,4.8,1
1999,4,14.3,6.1,2
1999,5,18.2,9.7,0
1999,6,19.7,10.1,0
1999,7,24.2,13.3,0
1999,8,21.6,12.9,0
1999,9,20.8,12.4,0
1999,10,15.1,7.1,0
1999,11,10.8,5.3,0
1999,12,8.3,1.7,9
2000,1,8.1,2,9
2000,2,10.2,3.8,3
2000,3,11.7,4.2,2
2000,4,12.4,4.8,2
2000,5,17.2,8.6,0
2000,6,20.5,12.2,0
2000,7,20.8,12.3,0
2000,8,22.7,13.3,0
2000,9,19.2,12.1,0
2000,10,14.3,8.2,0
2000,11,10.6,4.8,0
2000,12,8.6,4.2,7
2001,1,6.4,1.2,13
2001,2,8.8,2,10
2001,3,9,3.1,5
2001,4,12.9,4.8,0
2001,5,18.5,7.9,0
2001,6,20.7,10.6,0
2001,7,23.4,13.4,0
2001,8,22.7,12.9,0
2001,9,17.9,10.5,0
2001,10,17,11.1,0
2001,11,11.2,3.9,5
2001,12,6.8,0.2,17
2002,1,9.2,3.4,5
2002,2,11.1,4.4,3
2002,3,12.4,4.6,3
2002,4,15.2,5.2,0
2002,5,16.8,8.4,0
2002,6,20,10.3,0
2002,7,22.1,12,0
2002,8,22.8,12.9,0
2002,9,19.7,10,0
2002,10,14.8,7.1,1
2002,11,11.8,6.4,0
2002,12,8.9,4.1,4
2003,1,7.6,1.8,11
2003,2,8.4,0.6,15
2003,3,13.3,2.7,8
2003,4,15.3,4.6,5
2003,5,17.5,8.1,0
2003,6,22.4,11.8,0
2003,7,23.7,13.4,0
2003,8,25.5,13.5,0
2003,9,21.3,8.1,0
2003,10,14,3.9,5
2003,11,12,5.7,1
2003,12,8.7,1.8,10
2004,1,8.8,2.7,9
2004,2,8.7,2.9,11
2004,3,10.9,3.4,2
2004,4,14.7,6.2,0
2004,5,18,8.6,0
2004,6,21.8,12,0
2004,7,22,12.2,0
2004,8,23.4,14.2,0
2004,9,20.1,11.7,0
2004,10,14.7,8.6,0
2004,11,10.9,5.8,1
2004,12,8.6,2.8,6
2005,1,9.4,3.8,2
2005,2,7.3,2.1,10
2005,3,11.2,4.7,6
2005,4,14.3,5.7,1
2005,5,17.2,7.6,0
2005,6,21.6,12,0
2005,7,22.3,13.4,0
2005,8,23.1,12.2,0
2005,9,20.9,11.9,0
2005,10,17.1,10.9,0
2005,11,9.9,3.1,11
2005,12,7.7,1.8,11
2006,1,7.2,2.2,8
2006,2,6.6,0.8,12
2006,3,9.2,2,10
2006,4,13.9,5.4,2
2006,5,17.6,9,0
2006,6,23.1,11.7,0
2006,7,27.1,14.9,0
2006,8,21.8,13.1,0
2006,9,22.1,13.5,0
2006,10,17.2,10.6,0
2006,11,12.1,5.1,4
2006,12,9.4,4.3,6
2007,1,10.4,4.8,4
2007,2,9.7,3.7,7
2007,3,12,3.7,2
2007,4,17.8,5.6,0
2007,5,17.5,7.1,0
2007,6,20.5,11.3,0
2007,7,20.6,12.2,0
2007,8,21.7,12,0
2007,9,19.2,10.3,0
2007,10,15.1,7.9,0
2007,11,11.3,4.3,4
2007,12,8.3,2.4,11
2008,1,10.3,4.7,0
2008,2,10.5,1.7,11
2008,3,10.6,3.5,2
2008,4,,4.7,3
2008,5,,9.5,0
2008,6,20.1,11.1,0
2008,7,22,12.8,0
2008,8,20.8,13.9,0
2008,9,17.8,10.2,0
2008,10,14.6,5.7,1
2008,11,10.1,4.8,3
2008,12,6.9,1.3,11
2009,1,6.3,0.2,16
2009,2,7.9,2,10
2009,3,12.4,3.2,3
2009,4,15.6,6.1,0
2009,5,18.2,8.3,0
2009,6,22,10.7,0
2009,7,22.4,13.1,0
2009,8,22.7,13.3,0
2009,9,20.2,10.6,0
2009,10,16.2,8.4,0
2009,11,12.5,7,0
2009,12,6.8,0.8,12
2010,1,4.7,-1,17
2010,2,7.1,1.3,7
2010,3,11.3,3.2,8
2010,4,15.8,4.9,0
2010,5,17.6,7.3,0
2010,6,23,11.1,0
2010,7,23.9,14.2,0
2010,8,21.4,12.1,0
2010,9,18.8,10.3,0
2010,10,14.5,7.4,2
2010,11,8.2,2.9,10
2010,12,2.7,-2.2,25
2011,1,7,1.9,12
2011,2,10.4,4.4,1
2011,3,12.4,,
2011,4,19.4,7.3,0
